sample_id,caption_a,caption_b,expected,winner_source,image_description,image_uncanny_description
3f333f4f33d888e705622d47309cd817,How's your quarantine going?,Now imagine having to do that in heels,B,crowd_winner,A man is pushing a bounder up a hill. A woman in a dress is sitting down watching him drinking alcohol. The man is wearing hardly anything.,The woman in the dress doesn't fit the time period.
08d6f498d52c656b3e4e41ecceda7677,It is supposed to make the prices seem more reasonable,Can I tell you about a few items that aren't on the menu?,B,official_winner,A man is sitting at the table in a restaurant reading a menu. A waiter is chatting with him and getting his order.,The menu is gigantic.
c13d4975e4512c0acb49332df226314a,"Why yes, it's quite common to feel like a victim after a divorce. Why do you ask?","Unfortunately, your time is up, but I think we have a general outline of your problem.",B,official_winner,A therapist is taking notes while seeing a patient. The patient is actually a chalk outline of a man you would see at a crime scene.,A therapist cannot help a chalk outline get therapy.
fd28b7f9fe8eecb64c6620fc123df0ae,"Excuse me, Miss, my eyes are down here.",It just grows when I get excited.,A,crowd_winner,Two angels are standing on a cloud. They're having a conversation.,Nothing is really out of place in this picture.
71a27891a71dfa913e144ec7036efb14,I'm also a voracious reader.,And you said you'd never tell.,A,official_winner,There is an author signing at a bookstore. There is also a line of people with a big lizard in front.,The giant lizard in a bookstore does not belong.
a896c8dc820e76f9cd93efe7d7cafad7,It's got more space than any other studio on the market.,"And, if you open the window, the view will take your breath away.",B,official_winner,People are introduced to a room by a realtor. Outside of the room's window you can see outer space with planets in the background.,You cannot see space from outside your window like that.
500ba6cb9ba3ef10bccf5ba8a32922a3,I'm thinking about quitting the band.,"By God, she is wearing yellow panties!",A,official_winner,There is a marching band conductor leading two starving men through the desert. The  men are on the ground crawling.,There is a marching band leader in the middle of nowhere.
0ff82efec0db7350052ea30fa48b0570,"Sorry, but you know how spring brings out the slow golfers.",I'm afraid he's started refusing all conditioners.,B,official_winner,A doctor and a woman are walking into a hospital room. There is a very hairy man in the bed hooked up to IVs.,The man is hairier than anyone else alive.
db1a78998784e5fdfc3b8521b4a7a364,The first rule of s'mores club is you do not talk about s'mores club.,At least the Fed was nice enough to send over these marshmellows.,A,official_winner,There are four men in suits in an office standing around a fire roasting marshmallows on sticks. The fire is created by the burning end of a conference table. One of the men is talking.,It is unusual that a conference table would be used to create a campfire. It's also unusual that the businessmen would be roasting marshmallows while the table is burning.
d40ea0e98f757dd56b287226bda7d4b5,Just call Al Roker back already.,I'd hate to be on the third floor.,B,official_winner,Two people are in a bar having drinks. There is an enormous head behind the counter.,The bartender has an enormous head.
808076b08b74ec5611f4182175a2c8e4,I assume we can skip the 2013 forecast?,What happened to your goldfish?,B,official_winner,A group of businesspeople are sitting around a table. One of the people has a head that looks like a gumball machine or lightbulb.,"It is odd to see a gumball machine or lightbulb on a human's body, especially since it seems to be participating in the meeting."
e048e385cabf29c43f5b874c8fa32585,I like your beard. I'd ask what you're doing later but I think I know.,You think that's punishment? Try an eternity of listening to pickup lines.,B,official_winner,A man is pushing a boulder uphill. He's passing a woman at a table who is having a drink.,The woman is in the wrong time period.
725052c5c22b7084c3a8873820d9cca7,Let's just give him the damn cheese.,Another project funded by the Pentagon?,A,official_winner,A mouse is wearing a jetpack and cheating at a maze. Two scientists stare at him.,The mouse is wearing a jetpack to cheat at the maze. Mice are not that intelligent.
7accadc0e661dbc09a3f7a5aa1474443,"I said bisexual, not bipartisan.",Majority whip tonight?,B,official_winner,A lady is in her bedroom and in her bed. There is a small scale building next to her.,There is a building instead of a husband or boyfriend.
6be6f6142326b1087373c25d0b2a1b0b,"4 horsepower, biofuel, gets 20 leagues to the gallup",You can tell the judge why you were doing CX in a XXV.,B,official_winner,A horse drawn carriage is parked in front of a modern vehicle. There is a man in old armor having a conversation with a woman in normal clothes near the carriage. He is pointing at the carriage.,Horse drawn carriages are not common in today's time.
fcab96006a43f6c1ac2e7ba8ad62b8b8,"Of course it's farm to table, look at his scythe.",They're filled with dread and loathing.,A,crowd_winner,A grim reaper is giving lemons to a couple. The man is talking to a woman.,The grim reaper is giving food to people. He normally just kills people.
10a08919c4d8afec97b076b61af2ae91,American car companies just can't make a decent hybrid.,I told you these would come in handy sometime.,A,official_winner,There are two people in a car. They are using paddles to steer.,There are two people driving a car with paddles.
ed820438848abda88f8bb3255ce01224,Have you been waiting long?,He’s pro-afterlife.,B,official_winner,Some angels are sitting on a cloud. There is a politician angel campaigning on a pulpit.,There is a pulpit in heaven.
911c81cee80943e75c4c9cdd61be70b8,We should've never taken the company public.,I finally got that desk job I’ve been looking at.,B,official_winner,A workman is in an office on the phone. A man in a suit is on a scaffold outside washing the windows.,The two men have switched roles.
728c2db4b3a837cdd648ec3cee18a498,I take it you're not buying my door prize story.,I only glanced down at my phone for a second.,B,crowd_winner,There is a knight on the horse who has impaled a car door. A policeman is standing nearby.,The cop and the knight in the same scene are anachronistic.
14a7b9e2520e24cf1a37563045908a6b,Can we please anchor and ask for directions?,"You know, everyone laughed at Noah, too.",B,official_winner,There are two people in a car. They are using paddles to steer.,There are two people driving a car with paddles.
51b6c1e0001920f7628eb6b16b0fe8c6,Perhaps you've set the bar too high.,"My son, we all have reservations.",B,crowd_winner,An explorer gets to the top of a cliff and finds a wise man. There are people sitting at tables in the background.,The top of the mountain looks like a restaurant.
3cb9c4e357767ad9c1a39bdbd40b45ab,"And a Hurricane to drink, please.",Cancel the molten lava cake.,B,crowd_winner,A man is sitting down at a restaurant table and he has bowl of food in front of him. He is talking to a waiter about his food. His bowl of soup has someone turned into a large tornado of soup.,The soup isn't sitting in the bowl but instead it has taken the shape of a tornado.
418f3b3e4bcba3be10f93e4d10e0ab5d,"Remember, we present to the Emperor tomorrow at 11.",Another diversity exercise gone horribly wrong.,A,official_winner,Some people are sitting around a table in an office. They are all naked.,People don't go to work naked.
7dece3c4dde703c74be2b039cdd8d7f6,Her new antidepressant has worked wonders.,That's the last time we brag about our kids.,B,official_winner,There are people in a living room watching a dog. A man is playing a guitar.,The dog is dressed like a ballerina.
e993e6695f4b1941c34ef8dca2cec507,I have to go to Central Park to extend the maturity date on a life insurance policy a couple of thousand years.,"Oh, sure, they find one secretary in a pool of her own blood and everybody wants to blame the werewolf.",B,official_winner,Several people in suits are walking down a side walk in front of some shops.  One of them appears to be a wolf man.,Wolf men do not actually exist
8e2e03599799661b14ab2c91b3b67381,"I'll admit, the grill marks really could pass for hieroglyphs.",Of course it's kosher – who do you think built this place?,B,crowd_winner,"A man is giving a hot dog to a woman outside a pyramid. On top, there is a vendor.",The top of a pyramid is an odd location for a vendor.
d9c6d5b833d077004aafef16078f7df7,"400 grand in damages? It was made out of straw, fer chrissake!",Sometimes I suspect my ED pills are affecting my reaction to women.,A,official_winner,"Several people holding suitcases walk down the sidewalk; they are dressed formally in business attire, as if they just got off work in the business district. Two of the people are walking next to each other, and one of them is a werewolf.","A werewolf usually isn't depicted as a businessman. And, the other business-people seem unsurprised that there is a werewolf among them."
2602d638cd7a165c38ee3340e225c3a9,They've been around like 70 million years and they're still doing THIS?,"Sure, drawing it is the easy part, it's the caption that's tough.",B,crowd_winner,Two cavemen catch a prehistoric reptile doing cave paintings. They look upset while the reptile looks happy.,Reptiles cannot draw because they lack the opposable thumbs to draw.
0a1d8fd6325202cd5cc466e1c51800ec,You have to learn to convince everyone it's a person if you hope to be president one day.,"He may be my best friend, but you will always be the reason mom and I got married.",B,crowd_winner,There is a man in a t-shirt and jeans who is holding hands with his son on the left and a dog wearing human clothes on the right. The dog is standing straight up and looking at the little boy who looks angry. The man is talking to the little boy.,It is unusual that a man is holding hands with a dog who is wearing clothes and walking upright.
8177509cd84bd78a19106531e97f4600,Law enforcement budget cuts are bound to have some benefits.,Please try not to stare at his disproportionately short right arm.,B,official_winner,People are having dinner. A waiter is carrying a plate of food to them with a very long arm.,The waiter's arm is too long to be real.
0ff2310a77acba68293ecb466c9ff1b7,"put me back in the hat, man, I hate seeing them in cages like this",David in 26C is asking if you'll do it again from the other ledge.,A,crowd_winner,A woman is sitting at a table on a roof. A magician is pulling a rabbit out of his hat and people watching from their windows are applauding.,It's an odd place to have a magic act.
986add4fe74c05087eb36e5afefdeb95,The squab is locally sourced.,Before this I was a bus-boy.,B,official_winner,A man and a woman are dining at a subway station. They're looking at menus. The waiter stands nearby.,The table and waiter are out of place in a subway station.
a0703f6403cddb306f265e297191156e,"After the top floor, you're on your own.","Back to the stratosphere, shall we?",A,official_winner,An astronaut is coming out of an elevator. A butler stares at him.,There is an astronaut in a hotel coming out of an elevator. People don't wear this there.
1a7e1b3c87d4a83378ceff5cd45cdc4d,"Man, I hate your wife.",So much for a safe word.,B,official_winner,Two praying mantises are walking down the street. They are human-sized.,There are human-sized paying mantises walking down the street.
242050b5ed53f7784b0e2bee2e032bdf,I'm working from home.,The downside is yet to come.,A,official_winner,"A turtle is carrying a large amount of items under its shell. There is another turtle, which is normal, looking at him him. They are both on a log in the middle of a pond.",It is unusual for a turtle to have things humans use under their shell.
3f0da090c79fb849e25dd54fc99cb5e0,I demand a change of venue to a maritime court!,"He's a MAMMAL, damn it! Just like you and me!",A,official_winner,A killer whale is inside a courtroom. It looks to be the defendant.,Killer whales are not put on trial and are not allowed in courtrooms.
418ed8c4671212f317d9b483fa4948f3,I had a crazy dream about giant termites.,Why don't you get the coffee this morning?,B,official_winner,Two people are laying in bed. They are looking at numerous holes in the bedroom floor.,There are a lot of holes in the floor.
63ae5e8d88be15ea6e5cead658388347,"If this isn't Hawaii, would you mind giving me a shove back out to sea?","I don't care if it's Bora Bora, the Witness Protection Program stinks!",A,official_winner,A woman in a bikini is sunning herself on a beach towel under a striped umbrella on the sand near the ocean. A man is inside a large cardboard box at the corner of her towel.,It's very unusual to see a man in a box on the beach on top of someone's towel.
691ba772b0193915f75a9e7e3ceb4de8,Let's not forget what happened the last time our session ran late.,My father always said you came from the wrong side of the tracks.,A,crowd_winner,People are laying on the subway tracks as an on coming train approaches. They have casts and bandages on.,They are putting themselves in danger by being on the track.
b3a26566b500c81bb6393d03b2a28aaf,"Hunny, I think you're taking this Lifeguard thing too seriously?","Forgot my underwear, shirt, suit, belt, tie, and watch.",B,official_winner,A woman is reading on the couch. A man comes in with a briefcase. The man is naked.,The man is walking around naked with a briefcase.
eb5d64e491d6066c39ff10613c219a3c,We used to offer enlightenment. Then we discovered people really preferred brunch.,What is the meaning of life? I'll have the answer and your table in about twenty minutes.,A,crowd_winner,A man with climbing gear on climbs up a mountain but is greeted by an old man sitting with his legs crossed. There are also people sitting down by tables like they are at a restaurant.,There are never restaurants on top of a mountain.
ab3f555bbe46e8e65a73c1be3eab8cf4,Ask again if anyone turned in a phone.,At least your mother can't get in.,A,official_winner,Two men are on a small island. They have it barricaded off.,The island has a barrier around it like a parking lot.
b24aa84d91039ddd5050a8fea928f86e,"When I asked Security to look for bugs in the office, I did not mean ""insects.""","When you're finished here, Spencer, we'll need you on the bridge-to-nowhere project.",B,official_winner,A man is in his office looking through a telescope. Another man has entered through the door beside him.,The man is staring into a telescope that is pointed at a wall.
26328af29e516b89a7fc19e7577968bd,I don't think that's what the boss meant when he said the company's hit a low note.,"Neither one of us plays, but we find they keep people at least six feet away.",B,crowd_winner,Two men are in an elevator carrying tubas. A man stares at them.,There are two men with tubas in an elevator.
9dacefae87c48020da417177d4eeb05e,I have no idea. All I know is I'm hungry.,Let me call you back in an umlaut.,B,official_winner,The clock on the wall has strange writing instead of numbers. The person looking at it is confused when looking at it.,Decimal numbers are used instead of weird symbols on clocks.
a5d1b349ebf516365ea8ccf3625f532c,White privilege,It's never over easy.,B,official_winner,Humpty Dumpty is sitting at a bar. The bartender is pouring him a drink.,There's an egg man in the human world.
064f015d6ae0b0402b103527443ad181,"Yes they're entertaining, but I'd prefer adopting from the local shelter, not Cirque du Soleil.","Yes, Officer, they say he was about six feet four, with pointy ears and abnormally short arms.",B,official_winner,Cats are piled up in a tower formation. A man is on the phone staring at them.,Cats cannot do tricks like this. They are not smart enough.
b6558091d5c767cc578ed0211e23f1f9,Can you get them to all rise without being asked?,When was the last time you saw either half of her?,B,official_winner,A judge is visibly upset at a magician who is sitting in the witness seat of a courtroom. A lawyer also looks upset while the magician is taken aback.,People are not allowed to wear magician outfits or carry wands inside courtrooms.
785d2a4ecc78372e3b7ac7aa32224786,We are fully insured.,One last thing ...,B,official_winner,A dinosaur is talking to another dinosaur in an office. He is handing him some papers. An asteroid is approaching Earth outside.,The dinosaurs are acting like business people and they have an office. Dinosaurs are not that intelligent.
59a90b490d11441abb45774442e46436,Lilliputs don't have safe words.,First time at Euro Disney?,B,official_winner,There is a giant on the ground. It has been captured by some people. A dominatrix is using her whip on it.,There is a dominatrix during old times making the giant submit. They did not exist back then.
cd407d2cd6cf91a53ef5786420d869c5,Sometimes I wonder whether offering free Wi-Fi is such a good idea.,Let's face it. One side of the bed consistently outperforms the other.,B,official_winner,There is a couple in bed naked. A bunch of business people are surrounding the bed working.,The two people sleeping together naked in bed are not supposed to be in a business setting.
e3865f10f1d257e7e3efb2dc8886b9c7,"Personally, I'm not a big fan of modern architecture.",I don't know what he means by 'third wheel'...,A,official_winner,A caveman is alone in a small cave. He looks sad. Two other cavepeople are staring at him from a hole.,The man's cave is very small and he looks sad.
b1ba47c81d09e071499b3e96311df2f9,"It's not traditional, but I find it attracts a more mature type of female.",I've lost on all the last New Yorker cartoon captions. Maybe I'll win on this one!,A,official_winner,"Two butterflies, standing on branches, are talking to each other. One of the butterflies has modern art on its wings.",The modern art on the wings of the other butterfly is weird because butterflies can't choose their wing patterns.
87172a9daa4ced1608dad2009d42239f,They say that sunlight reveals the authenticity of the relic.,Hey! Who ya gotta pray to to get a drink around here?,B,official_winner,There is a bar sitting in the middle of a church. In the center there  are a variety of liquor bottles and sitting at the bar are two commonly dressed men who are looking towards the doorway where a nicely dressed couple are walking into the church. The nicely dressed man is talking.,It is unusual for a bar to be inside any church.
46156244cbffe4d6dfa68571b06dc18d,No! You'll just spend it on booze.,One of us is in the wrong movie.,B,official_winner,An astronaut is on the moon. A person is crawling toward him. The astronaut has a flag and the ship is behind him.,"There is a man on the moon, implying he was living there, which is impossible."
a3c8dfea543ef0750394aaf1156402d9,Have you always felt like a victim?,The new rate takes effect next week.,A,official_winner,"A therapist is talking to a man on a couch. The man is an outline of a man, like at a crime scene.",There is an outlined man on the sofa at a therapy office.
72e481562abf226666a2319bef9371b5,"You pulled ahead of ""guy banging on a pot"" but ""couple making love with the drapes open"" is still way ahead.","At that one moment, in unison from their balconies, all of Frank's neighbors began calling the cops.",A,crowd_winner,A man is pulling rabbit out of a hat and people are watching him through the windows. Rabbit looks to be in tense state and a woman sitting next to the man is making a video of the man.,It is unusual that people are watching the act through the windows. All of them have something in their hands like a phone and looks like they are all shooting this act.
fec08328fbe83a03ef4a2ac5f13b482a,"So , I won't get social security either .","Fellas, your empathy for victims is outstanding.",B,official_winner,Several men in uniform are standing on a ledge on a severl story building by a window.  A man is leaning out and talking to them,It's unusual to see so many differently uniformed people standing on a ledge next to each other
12118d97141383b81c5da397921ef762,I got your message. How can I help?,He just wouldn't shut up.,A,official_winner,A whale is beached on a small island. He has crushed a man and a tree beneath him.,The whale doesn't fit on the island.
1106bd4f04ae1d58499bcbaf6c095e94,"Metaphor, Schmetaphor",Abandon cup!,B,official_winner,People small enough to fit inside a cup of tea are about to drown. They are on a ship that is sinking inside the tea.,People are not small enough to be inside a cup of tea.
8a8d5d1bd9a308db09cbca36f2c48f78,I like your beard. I'd ask what you're doing later but I think I know.,You think that's punishment? Try an eternity of listening to pickup lines.,B,official_winner,A man is pushing a bounder up a hill. A woman in a dress is sitting down watching him drinking alcohol. The man is wearing hardly anything.,The woman in the dress doesn't fit the time period.
789e6aa51201a99b3106de686bee8808,I thought this look would attract chicks.,I only got halfway through my deathbed conversion.,B,official_winner,Two angels are on a cloud. They are having a conversation.,One of the angels has black wings.
7f210fbeac77e616896fbc64f3c4a3b7,How about this time you be Judy?,Free will is overrated.,B,official_winner,A man is sitting in a living room and a woman stands in front of him. She is holding her own strings.,Both of them are attached to marionette strings.
8735ebe09abe2fdb433dd2a9696d0869,"Get naked, jump in, and make this marriage work!","Sort of a variation on Pavlov's dog, but very effective.",A,official_winner,A man is sitting at a desk opposite a couple.  To the man's left is what appears to be a aquarium,It's unusual to see a large aquarium in an office setting
f515f49100c58b34637c8d8a5480a0e0,I'll wait for you on the car.,Please delete my browsing history!,A,official_winner,Two leaves are on a branch. One has broken free while the other is still fastened tight.,The leaves have eyes and mouths like humans.
c93d1c131bb94e48522bb3490becea95,I wasn't laid off—I just decided to pursue other interests.,"The strangest thing, three of them are afraid of mice.",A,official_winner,"A man is sitting in his living room talking on the phone. He is look at his cats, who are doing acrobatics.",The cats are stacked on top of one another.
dad837c26e6e0c61732a9da0f399a8d8,I'll wait for you on the car.,Please delete my browsing history!,A,official_winner,Two leaves are on a tree branch with expressive faces featured among many faceless leaves that are strewn about the ground. There is a car parked in front of a house in the background.,The  leaves are anthropomorphic with one leaf having a look of worry or shock on its face while the other one has a concerned look.
686a8d7cf50f39d034497c7277216565,This doesn't mean you can talk down to me.,Would you at least use coasters?,B,official_winner,Some people are sitting in a room. Some of them are seated on top of a big table.,Chairs are supposed to be around the table.
4ffb4aa470aa8d3930b81cc04e220950,"Relax, for them it's publish AND perish.",It almost makes you feel bad for the little guys.,A,official_winner,There are scientists studying a bunch of mice in a cage. The mice are dressed up as scientists.,There are mice standing up acting like scientists. They are wearing scientist clothes.
ef2cab03b8fee95a26ab6d8bcdc488bf,"Oh really? Well, I thought bookstores were extinct.",No one is buying that 'helpless damsel' narrative anymore.,A,crowd_winner,"There is a book signing scene where a woman with glasses sits behind a desk with a stack of books and ""Meet the Author 2 pm"" sign next to her. There is a line of people holding books leading up to the author and at the front of the line is a big dinosaur with an angry look on its face.",It is unusual for a dinosaur to be in line at a book signing.
d908a87109a654313ff047ba3343092f,I don't have any idea what you're talking about.,We're seeing the end of the Republican party.,B,crowd_winner,There is a huge elephant in a living room. A man is reading the paper. A woman is talking to him.,There is a huge elephant in a family room.
6e46f2b2e1b3b4c8b3b088b17e4fd699,"And if you elect me, all Americans will be able to choose soup and salad!",ìDid giving the centerpieces away before dinner send the wrong signal?,A,official_winner,A woman orders from a restaurant menu as someone holds a menu too. The man is at a podium with a microphone looking at the woman.,Waiters do not usually use a podium and microphone to take someone's order.
e056e111ca7292a390c0a1ba397f6b4f,"We'll need to verify you're free range, also.",I can remember when she was just a fuzzy yellow intern.,B,official_winner,There is a large chicken in the work office. People are ignoring it as they go about their day.,Chickens do not become larger than a human.
421dda5fce5ddf1bc6246093ac2d86bf,No! You'll just spend it on booze.,One of us is in the wrong movie.,B,official_winner,A person crawling on the floor is greeted by someone in a spacesuit. The person in the spacesuit is holding the American flag.,The place resembles the moon but it would be impossible for the man to breathe without the spacesuit.
9bd299f51857ed82e07d782b85c4c3bf,I like your beard. I'd ask what you're doing later but I think I know.,You think that's punishment? Try an eternity of listening to pickup lines.,B,official_winner,An old man clothed only in a loin cloth is rolling a boulder up a mountain. There is an attractive blonde woman in a black cocktail dress sitting at a bar counter with a glass of wine.,"Men typically don't roll boulders larger than themselves up a mountain. There usually aren't bar counters on the side of mountains, and people who go hiking tend to be dressed appropriately for it, not in evening wear.  This appears to be a take on the legend of Sisyphus."
a2e28475d81e1e5f6532e2865a797f81,"Oh wait ! I missed a word. The tree planting guide says ""Pick a spot OUTDOORS !"".","With all due respect, Helen, you're gonna find crappy men in China, too",B,crowd_winner,There is a a couple in a living room. The man is sitting in a recliner and is feverishly taking notes on a notepad. The woman is in the middle of the room and standing waist high in a hole she has and she holds a shovel full of dirt and is looking back at her husband who appears to be talking.,It is unusual for anyone to be digging a hole in the middle of a living room.
ff0b0b05f445587045dee3285fd2d206,Home— is there really no place like it? Who’d like to start?,I always felt the news media gave the Witch a bum rap.,A,official_winner,"People are having a therapy session. The lion, tin man, scarecrow, and other people from the Wizard of Oz are there.",The characters are from the Wizard of Oz and it's weird since they are needing therapy.
46b558a4a22fde7a24ca99429ba1a0a4,"If you have any question about the acronyms, feel free to ask.",After the budget cuts we only get a list of the medals,B,crowd_winner,Two people are talking at a dinner party. One is a man wearing a receipt on his soldier uniform. The woman looks at it.,There is a long receipt on the man's soldier uniform.
56b0d42b2ee410477b7ca681b61d9957,Damn. Now I'm kinda hungry.,I've never been hungrier,A,official_winner,"A couple is looking at various traps set out in the kitchen. There are bear traps on the floor, spikes, and the fridge is chained up.",Everything in the kitchen is booby-trapped or locked.
11b1e55f9673b507c74682acf233b4e8,"Pack your things, Benson, adult swim is over.",Speedos are only allowed on Casual Fridays.,A,official_winner,A man in an office room is sitting on a beach chair with a beach umbrella propped open. There is a man sitting across from him sitting in a regular chair.,It is unusual for someone to sit in a beach chair in an office setting.
70cc66e3aff0e04f89002bf58629defd,It's a lot to digest.,The chef is from Texas.,A,official_winner,There is a man at a restaurant with a huge menu the size of a table. The waiter is taking his order.,The man has a huge menu that is larger than the table.
ddebb715af0869f205a372172225d98f,It'll never sell -- totally derivative.,"He did my summer cave in Lascaux, too.",B,crowd_winner,Two cavemen catch a prehistoric reptile doing cave paintings. They look upset while the reptile looks happy.,Reptiles cannot draw because they lack the opposable thumbs to draw.
b8db8a707aa544c7e4dcd2daab9d13b1,Will you be needing any musical accompaniment?,"Overruled, counseler. This is sweeps week.",B,official_winner,Men are in a business office. Several dancing women are behind them.,There are dancing women in an office. That's not professional.
1e3a670aefa518ebcfb617982829ec3f,The Crazy Clown Club has moved to DC.,Sorry -- none of our hours are happy anymore.,B,official_winner,A clown is sitting at a bar.  A bartender is facing him.,One normally doesn't find clowns in full makeup at a bar
af67692e65947b88229f990070bc2366,I really just thought they would send me a lapel pin when I registered.,"First it was the footprints in the butter, now the broken fence...",A,crowd_winner,There is a huge elephant in a living room. A man is reading the paper. A woman is talking to him.,There is a huge elephant in a family room.
2916fe984cbd0d38c0f788d66a4320ed,Interested in our layaway plan?,"Beat it, Buddy. We're out of chalk.",B,official_winner,There are outlines of people all over the floor at the bar. A bartender yells at the man coming inside.,There are outlines of people on the floor in the bar. There are too many of them to be real and the bar should be closed if this many people died here.
cb8a2a7ad940f93cab52aeffea57759c,It scrape sky.,Fred! Wilma!,A,official_winner,A caveman couple walk by a tower to see people they recognize. The cavewoman waves at her friend who waves back. The men are expressionless about the encounter.,The tower is taller than the average height building for its time.
28edfac4be0c494fbe18426d75dc4f2f,"Sorry, boy, but you know how it is with them peel 'n’ eat shrimp.",I guess I shouldn't have stayed through that second showing of Avatar.,A,official_winner,A cowboy sheriff is talking to a horse that is a skeleton. The horse is clearly dead but tied up to the pole outside the saloon.,The horse is a skeleton and is not supposed to be alive.
1a060a159713c381a5f26004c7c281f7,All his pitches have been inside.,They called it a Phase 1 trial.,A,official_winner,A woman is sitting on her couch in fear. There is a baseball game going on in her living room.,There are baseball players playing ball in the house.
7cc74dae1fa0595c791031612dc8a351,Have you tried turning it off and back on again?,The Vice Presidential selection committee is upstairs.,A,crowd_winner,A man experimenting in his lab is interrupted by his butler. He was experimenting on a monstrous man at a table.,It is illegal to do experiments on people without consent.
69f6287b25e7e6319ba81d41cfe3bd30,Yours is perfectly adequate.,What happened to the diving board?,A,crowd_winner,There is a huge beachball in a pool. People are outside in swimsuits looking at it.,There is a huge beach ball filling up an entire pool.
e4578038ff8e22e6908b734832b8913e,"Girl, these shoes just screamed ""Monday on Wall Street"".",I'm working my way up to a sex-change operation.,B,official_winner,"A man is sitting at a bar, chatting up a woman. They both have drinks.",The man is wearing women's shoes.
0fed9ad6539b9c21cfec3115d7dda7ed,"I hate being hugged, that's why.",Congratulations-- it’s a porcupine.,B,official_winner,"A doctor is examining a patient. She is laying on a cot, but the doctor has a ton of needles in him.",There are many needles sticking out of the doctor.
09b82455dbc6d5247cfe77a9c30a3d8e,We seem to have so much in common.,"On casual Fridays, it's just handcuffs.",B,crowd_winner,Two people are in stray jackets. They are in an office meeting type of setting.,People wear nice work clothes when meeting in the office and not stray jackets.
fab63749c74a844e04dc0c6b93a523d0,You should feel lucky - my ex got the ship.,Or you could just move the damn coffee maker.,B,official_winner,There is a coffee shop with a pirate at the register who is talking. His employees to the side are busy pouring coffee for customers seen in the foreground. One employee is having to reach around the end of a giant anchor which is leaning against the wall and reaches the ceiling.,It is unusual to see a giant anchor in a coffee shop.
4295fcae1620cd5fffaf4cd513923c3a,Never marry a taller woman.,It’s my extended family.,B,official_winner,A man is sitting at his desk with a long portrait picture on his desk. He has his arms crossed as he looks at it.,Picture frames do not come in a long shape like that.
a0790472f694f9c179c1d3e0ff52b2d1,Well it worked in Free Willy,Who's endangered now?,B,crowd_winner,A large sperm whale is beached on a small island in the middle of the ocean. Underneath the whale is a toppled palm tree and two human feet.,"Whales aren't typically so large that they can cover an entire island. Additionally, whales typically remain in the sea, and aren't usually found belly-flopped on a person."
f9b94824eb176c11ff639bd7e06100d6,Remember that domino factory?,I guess there's no sparing it.,A,official_winner,Two construction workers are staring at a bowling alley. They are about to demolish it. The ball is aimed toward the pins.,There are huge bowling pins on the building lined up like at a bowling alley.
69e6056bc78fa4b74ad09e189125dec0,"No, I had no idea he was adopted.",Looks like one of them has bad timing.,B,official_winner,"A man and a clown are standing in front of a car. They have the hood open, and there are more clowns inside the car.",There is no space in the car for an engine.
de2ba47f1e482713cb81c89e139490de,We are fully insured.,One last thing ...,B,official_winner,Two lizard monsters are having a meeting in the office. One of them looks happy after going over a piece of paper while the other looks bored.,Lizard monsters are not real.
629151a9739bc8b2c0ace55a54f22d97,"No, by all means—I want to see where you're going with this.","Actually, ""planting new roots"" was just a metaphor.",A,official_winner,A man is sitting in a chair writing. A woman has dug up the floor.,Most floors are wood or stone so she shouldn't be able to make a hole.
384f1872961bb6d76fba4e596c3fbf76,I find the reception is better,I could never pull that off.,B,official_winner,Two dogs are standing up and looking at one another. One dog has a cone around its head in the proper way while the other dog is wearing their cone backwards. One dog looks a little confused while the other seems happy.,One of the dogs is wearing a cone backwards so it's not functioning the way that it is supposed to.
e257b0e255257d02a745e170d82b1673,"If you have any question about the acronyms, feel free to ask.",After the budget cuts we only get a list of the medals,B,crowd_winner,"A woman is at a party. She is observing a general, who has a paper being printed out of his chest.",Generals can't print documents with their bodies.
1078c113d3287a8319eea69fbda746a9,Remember that domino factory?,I guess there's no sparing it.,A,official_winner,A couple of men stand by a crane as they prepare to demolish a bowling ball alley. The bowling bowl alley place has pins on the top of the roof and the wrecking ball is black like a bowling ball.,Wrecking balls are not used to knock down places that look like bowling pins.
b4af5d33d93a9d1fefd6e0612f6b5639,So this is your idea of treating me like a queen?,What do you mean we still have to live on your lilypad?!,A,official_winner,There is a man wearing a crown with a woman walking in a city. The crown is yellow and the cape is red.,There is a guy wearing a crown in a city.
beb478ddc31b258f41314cca241fb3bb,You've made me regret my purchase.,You need to think outside the boxing.,A,official_winner,A man with a #1 hand sign is talking to the boxer in the boxing ring. A crowd of people stare at them. The referee looks tired.,"There is a man in the ring not wearing boxing gloves, but instead a #1 hand fan sign."
5eb8ea635a131d2c008da189b830c3ee,We might be empty nesters sooner than we thought.,"From day one, trees were never good enough for him",A,crowd_winner,"A hunter is out in the woods. A bird is sitting on top of his gun, and two other birds are watching from a distant branch.",Birds don't usually get that close to humans.
abf261f143c451cdfe04ef33c66aad82,"Get me my flats, I'm going out to the mound.","Go talk to him, lefty, he never listens to a woman.",A,official_winner,Baseball players are in the dugout. One is wearing high heels while looking angrily at the field.,High heels would make playing baseball hard because the players could trip and fall.
9f774e744b35814a7d71a980519bcf71,They were never going to find you anyway,I thought you could use a little company.,A,crowd_winner,A whale is beached on a small island. He has crushed a man and a tree beneath him.,The whale doesn't fit on the island.
