sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
4bb113abd92317a20ad0c8bb648e172e,NYCC train 4bb113abd92317a20ad0c8bb648e172e,"Until death do us part, except when death shows up with cocktail fixings.",He's the only one who can legally hand out refreshments to voters in Georgia.,Joke B,crowd_winner,Death is giving some food to a man. He is saying something to a woman off to the side.,Death doesn't usually give things to people.
c95ab523a62d86ffb31211ef7cfd7a41,NYCC train c95ab523a62d86ffb31211ef7cfd7a41,"This is how it starts. Next thing you know, they'll try putting a Beagle in the truck.",I'm not sure the department knows what diversity in the workplace really means.,Joke B,crowd_winner,Two firemen are standing next to each other and they look confused. They are in a fire station and there are two poles leading from the second floor to the first floor. One of the poles is going through a round hole while the other goes through a square hole.,There are two poles side by side and one has a square hole when it's typically a round one.
94b09b1dff3ed2346872878b0822a52d,NYCC train 94b09b1dff3ed2346872878b0822a52d,His YouTube subscribers will love this out-of-reach bear episode.,Now we just need to neglect him so he'll have lots of material.,Joke B,official_winner,Two adults are standing in the doorway of a baby's room and the female looks extremely happy as she's hugging the male. The male looks despondent or surprised. They are looking at a baby standing in its crib in front of a microphone that's elevated to the baby's position. The baby looks happy.,A baby standing in front of a microphone like it was doing standup comedy is unusual to see because children tend to not speak until they are older.
a054bbbfcce687dbd205fa6c01a35b58,NYCC train a054bbbfcce687dbd205fa6c01a35b58,Sometimes I really hate the adversarial system.,"For a divorce case, that went smoothly.",Joke B,official_winner,A judge is looking over a courtroom. All the furniture and other debris are strewn about.,Courtrooms are very orderly and never this messy.
32a000b62b2b4137680a64220dbce8a6,NYCC train 32a000b62b2b4137680a64220dbce8a6,He's had work.,All natural? Doubtful.,Joke A,official_winner,A very colorful peacock flaunts in front of two other peacock who don't have any color. They are impressed by what they see.,The peacock is in color and the other peacocks aren't.
8e10a3e2e53e74cffea2677530557ead,NYCC train 8e10a3e2e53e74cffea2677530557ead,Looks like the Russians got there first!,Forget Oregon. I'm going to Vegas.,Joke B,official_winner,There is a line of cowboys on horse drawn wagons all heading to a group of searchlights which are beamed up into the sky from behind the mountains. The cowboy in the foreground looks eager and is yanking on the reigns and has a big grin on his face.,It is unusual for searchlights to exists and be shown during the old west time period.
c10c53201cd6d1516c77540ccaa677e5,NYCC train c10c53201cd6d1516c77540ccaa677e5,"But honey, I just ate.",Ishmael is on his way.,Joke A,official_winner,A man is sitting on the beach watching another man struggle in the water. He is being lifted by a giant tentacle.,A giant tentacle doesn't usually pop out of the ocean.
18817adda86a2d92a1e9f6fcd3903374,NYCC train 18817adda86a2d92a1e9f6fcd3903374,I told you the cement needed more gravel.,Luca Brasi flies with the seagulls!,Joke B,official_winner,A man is flapping his arms wildly trying to fly. He was just tossed off a pier by the mob.,The blindfolded man is flying in the air with a cement block on his feet.
bfb8009fc49766c3f9272ecf708c438b,NYCC train bfb8009fc49766c3f9272ecf708c438b,"Fire, and it'll be all over social media in a minute.",This seems to be a case of reptile dysfunction.,Joke B,crowd_winner,"A knight and a dragon are facing off one another in a field surrounded by hills. The knight is holding a sword; so is the dragon, who is standing on its hind legs, with angry puffs of smoke by its snout.","Dragons don't typically stand on their hind legs, nor do they fight using a sword."
848def11737dbb237c7be166294cfc89,NYCC train 848def11737dbb237c7be166294cfc89,Still not level.,I see dead people.,Joke A,official_winner,A mounted lion's head puts a man's head in its mouth. The man was carrying it and the lion decided to eat the man.,A mounted lion's head would be a dead lion.
3bd00eadd6b8571b4eb257dc8a0a1c15,NYCC train 3bd00eadd6b8571b4eb257dc8a0a1c15,We found it tethered to an inferior life-form.,"Well, he does go by the name ""Elvis.""",Joke A,official_winner,Three bald humans are in a spaceship looking at a dog with blank faces. The dog is just sitting in the middle of a circular platform.,The dog looks very suburban while the humans look extraterrestrial.
b802d79861e9bdb53f5afde36a5cb42f,NYCC train b802d79861e9bdb53f5afde36a5cb42f,"So, where do you see yourself in 5,000 years?",The rules say I have three tries to reset my password.,Joke A,official_winner,A man is in an office behind a desk. He is addressing the Sphinx.,The Sphinx somehow fits inside this office.
33ff670da9fba5572478c48877bae218,NYCC train 33ff670da9fba5572478c48877bae218,Let’s hope for some nut allergies.,I always knew my cooking was to die for.,Joke A,official_winner,"A man and a woman are living in the zombie apocalypse and surrounded by them. The woman is aiming a shotgun at some of the undead, while the man is wearing an oven mitt and an apron, and offering the ghouls some fresh baked cookies. One of the zombies is already nibbling on a cookie, while another one is selecting one for itself.","While there are both slow (Romero) and fast zombies, they don't tend to stop altogether and contemplate fresh baked goods. Additionally, zombies prefer fresh brains to fresh cookies.  It's also odd for someone not to be scared out of their wits when surrounded by the hungry dead."
c3c478c0598538fb4ed65a51e101b3bd,NYCC train c3c478c0598538fb4ed65a51e101b3bd,I didn't get where I am today being Mr. Nice Guy.,Maybe we should do the firings in the basement?,Joke B,official_winner,"There is an office set up on the rooftop of a skyscraper with desk, waste basket, file cabinet and office chairs. There is a man at the desk who appears to be on the phone. In the background there are various other skyscrapers.",It is unusual for an office to be place on the open air rooftop of a building.
9df4654007e544174db988488411a959,NYCC train 9df4654007e544174db988488411a959,Let’s hope for some nut allergies.,I always knew my cooking was to die for.,Joke A,official_winner,A man and a woman are surrounded by zombies. They are making a last stand.,The man has a plate of cookies.
0327fb34b923fabf3b13a0d6fff8bec9,NYCC train 0327fb34b923fabf3b13a0d6fff8bec9,"This is going to be a hard case to crack, they all refuse to open up.","We're pretty sure it was an inside inside inside inside inside job, detective.",Joke B,crowd_winner,A woman is speaking to a man with many matroyshka dolls. They are in some kind of shop.,The man looks like one of the dolls himself.
19e1ae0d41f0be1d1689c5d310cb5b9c,NYCC train 19e1ae0d41f0be1d1689c5d310cb5b9c,"The release is conditional, but all you have to do is participate in an identical twins study.","I know this seems weird, but even as a cub I could feel the rush of Wall Street racing through my veins.",Joke B,official_winner,A lion is standing up right like a human while visiting another lion at the zoo. The lion is wearing a suit.,Lions do not stand on their hind feet and wear suits.
b14528f0aac5fbaa511cedff0b9c07c0,NYCC train b14528f0aac5fbaa511cedff0b9c07c0,"Marketing sent me. I'm the new, fresh face of death.",You Guys cant be serious about the hoodies.,Joke A,official_winner,Some grim reapers are having a meeting. One man in a suit is talking to them.,Grim reapers are having a meeting. There is normally just one.
8e50bbc5d2154485a87e4b343ca06657,NYCC train 8e50bbc5d2154485a87e4b343ca06657,I never expected the threat of climate change to be so... threatening.,Well it looks like my mother found out that you're not Jewish.,Joke B,crowd_winner,"A couple is having a picnic in a park, along with others. Some threatening storm clouds are approaching.",The cloud has a man's face.
379c261965bcc54ac6734ffa67ebaa8a,NYCC train 379c261965bcc54ac6734ffa67ebaa8a,You don't have to explain - you're already viral on You-tube.,They're reducing the carbon footprint at work AGAIN?,Joke A,official_winner,A man creeps into a room naked. A dog angrily stares at him and a woman calmly looks on while reading a book.,People don't come in through the window naked.
8a68d53f327c401071da3bc874621fd0,NYCC train 8a68d53f327c401071da3bc874621fd0,"Ewe, ewe. ewe. That's all we ever talk about.",Just be cool - Max got his vaccine this way.,Joke A,crowd_winner,Two sheepdogs are standing behind some sheep. They appear to be having a conversation.,Nothing seems out of place.
8f621818dd1d473c0b0d5691c0042ad1,NYCC train 8f621818dd1d473c0b0d5691c0042ad1,They're called carbs. First stack is free.,"Oh god, Jerry, enough, the divorce is final.",Joke B,crowd_winner,A woman is walking by an alley. There is a baker in the alley offering her a cake.,It's odd that a baker would be in an alley.
ccd46f1c3eddd36d8a25cb0794ebb3b6,NYCC train ccd46f1c3eddd36d8a25cb0794ebb3b6,Can I interest you in opening an offshore account?,He was captured by the British. A good lad he was.,Joke A,official_winner,"Three people are standing in line at the bank. The bank teller is a traditional pirate with a hook hand, eye patch, and a parrot.",It is strange for an old school pirate to function as a bank teller and for the people to not bat an eye. They are probably there to rob the people legitimately in line.
ac188318ca92b2d13d0b7d9e4e929d43,NYCC train ac188318ca92b2d13d0b7d9e4e929d43,"Oh, no. I have its little one in my backpack.",I am never going on another Bumble date ever again.,Joke A,official_winner,Two people are walking in the woods. A giant bear-shaped honey container is accosting them.,The bear looks like one of the honey containers you find in grocery stores.
8bc409c21f9e01439fc2a5575726bef6,NYCC train 8bc409c21f9e01439fc2a5575726bef6,"Objection, Your Honor! Alleged killer whale.",I'd like to submit a writ of habeas porpoise.,Joke A,official_winner,A lawyer is objecting to another lawyer in court. His client is a killer whale.,Animals don't stand trial.
6fc819da7cef88048931b3e3143793ad,NYCC train 6fc819da7cef88048931b3e3143793ad,Hang on a minute; I'm downloading the answer right now.,"Yes, Mother, I know I should have started my appeal earlier.",Joke B,official_winner,There is a man sitting at a desk on the phone with an angry look on his face. There is a curved tube coming from behind the back of his chair which attaches to a skull cap. The chair he sits in resembles the electric chair.,It is unusual for a man to sit at his office desk in an electric chair.
b59f06d16feea5b347e8f22d9eb8aba0,NYCC train b59f06d16feea5b347e8f22d9eb8aba0,"Loosen up Ann, I'm not running for President anymore.",Some folks will wear anything to get attention.,Joke A,official_winner,A completely naked man is riding a Harley type motorcycle and is looking to his right at a women. The women is dressed from head to toe wearing leather boots and a helmet and doesn't seem to notice the naked man next to her. The man is looking angry at that woman.,"A naked man on a motorcycle would be extremely unusual to see, so it is strange that the woman doesn't seem to notice the man."
f059c493a4318c9d7dabb0bd68ad3630,NYCC train f059c493a4318c9d7dabb0bd68ad3630,Is he flirting with me?,The fire went out.,Joke B,official_winner,A caveman is sitting in his cave. A woman has bags packed and is leaving.,The woman is out of her time.
655788d6da8afcad22affe043dd0d0b8,NYCC train 655788d6da8afcad22affe043dd0d0b8,My agent says it will be worth a lot more after I’m dead.,Notice how the stripes make him look more slender.,Joke A,official_winner,There are four cavemen in a cave. Three of the cavemen are standing in a conversation wearing traditional cloth attire while the fourth sits on a rock in the background wearing a pin-striped suit and glasses while holding a club. One of the traditional cavemen is talking to the other traditional cavemen.,It is unusual for a caveman to be wearing a suit and glasses.
99f36adb71be220becf520ec28c95592,NYCC train 99f36adb71be220becf520ec28c95592,What a delightful coincidence. I'm also recently single.,....and this was just day one of the new administration.,Joke A,crowd_winner,A man and woman are angry at each other. They are sitting on some rocks surrounded by burning buildings.,A man and woman dressed up in fancy clothes are in the middle of a wasteland. Buildings crumble around them.
76919f194b79190bbae5710b711ebcb5,NYCC train 76919f194b79190bbae5710b711ebcb5,"Some people see the donut, others see the hole.","Yeah, yeah—and I invented the ticket.",Joke B,official_winner,"This is a road in a desert.  There is a caveman leaning against a large stone wheel, and a law enforcement officer, whose motorcycle is parked behind the cavemen, writing him a ticket.","There is a troglodyte with a giant stone wheel, in what's obviously the modern era, given the clothing of the police officer, the existence of the police officer, and the motorcycle. It's unusual to encounter speeding cavemen on the highway."
18c5d19d9a9b51fd89d0f76290f521b4,NYCC train 18c5d19d9a9b51fd89d0f76290f521b4,"Now that you've opened up, let's talk about what's eating you.",And what makes you think they're not laughing with you?,Joke A,crowd_winner,A therapist is talking to a banana peel. She is taking notes and taking the session really seriously.,A banana peel cannot receive therapy because it is an inanimate object with no feelings.
229435f57cfda6f2ffc5f40af5aeca87,NYCC train 229435f57cfda6f2ffc5f40af5aeca87,How do we drop a dollar in his hat?,A group of them is called a band.,Joke B,official_winner,Two explorers are observing a tree. A bird is sitting in a nest playing music.,The bird is dressed like a man and playing music.
6420b65a17fd47f350fc7c15013abfdf,NYCC train 6420b65a17fd47f350fc7c15013abfdf,Ever get that feeling you're being followed ?,"Well, on the other hand, there is no fee unless we win.",Joke B,crowd_winner,Men with suits and briefcases follow men who are on horses and in armor. They are outside in a mountainous area.,Men in suits and ties do not seem to be in the same time era as the men with horses.
3e69fb496d9b900f9a496094a6d50947,NYCC train 3e69fb496d9b900f9a496094a6d50947,"I really think our approach will work. But first we need to know what ""treat"" means.",Mission accomplished. We will report that this planet's inhabitants are friendly and playful.,Joke B,crowd_winner,Three bald humans are in a spaceship looking at a dog with blank faces. The dog is just sitting in the middle of a circular platform.,The dog looks very suburban while the humans look extraterrestrial.
737a9d5f8bbf7f5366aba37447604940,NYCC train 737a9d5f8bbf7f5366aba37447604940,"I agree, he's not very emotionally supportive.","Well, at least up here we only have to feed it.",Joke B,crowd_winner,A giraffe is poking its head out of the floor of a living room. A couple on a sofa stare at it.,There is a giraffe in a house sticking out of the floor.
6a1da6c422ae8a189d217bbbad3539e3,NYCC train 6a1da6c422ae8a189d217bbbad3539e3,Next time can we just get flu shots like everyone else?,Just act normal and no one will suspect it's arson.,Joke A,official_winner,Two people are in bed. They are both wearing hazmat suits and one is waking up the other.,People don't generally wear hazmat suits when they sleep.
70e4e09baea7ae1beda3a46168280b7d,NYCC train 70e4e09baea7ae1beda3a46168280b7d,They didn't plan for their retirement.,It’s mostly a bridge and tunnel crowd.,Joke B,official_winner,Subway trains are sadly drinking at the bar. The bartender is on the phone away from them. A woman sits besides them.,Subway trains do not go out to have drinks and they do not have faces.
7e1c575e35f1bc73a4645167ad2d8a08,NYCC train 7e1c575e35f1bc73a4645167ad2d8a08,I always thought I would be more afraid but I'm actually quite calm.,There goes eighty-three years of brand equity down the drain.,Joke B,official_winner,The Jolly Green Giant is rampaging through the city. He is attacking everything. A man and woman watch from above.,The Jolly Green Giant is supposed to be friendly. He's not one to attack people.
6378d7c9a419d4a4835bfc61a3ea359e,NYCC train 6378d7c9a419d4a4835bfc61a3ea359e,"Yeah, but the weirdest thing was, once he built it, I suddenly felt compelled to give him a list of things to do around it.","I can't place my finger on it, but ever since that car insurance company hired him, he just hasn't been the same.",Joke A,official_winner,Cavemen living in a cave has a neighbor that lives in a modern style house. The neighbor also has a rake they are using for cleaning.,The neighbors are living in two different times of technology and agriculture which is contradicting.
fc2a0adcdf3f4f94d2e67fc1d2696c4e,NYCC train fc2a0adcdf3f4f94d2e67fc1d2696c4e,I could swear the invitation said death by chocolate.,I like that we’re not trapped in traditional gender roles.,Joke B,official_winner,A man and a woman are surrounded by zombies. They are making a last stand.,The man has a plate of cookies.
d89182b94be23af5e4363bc644cd0339,NYCC train d89182b94be23af5e4363bc644cd0339,We call it GPS dysfunction.,And are the clowns inside you now?,Joke B,official_winner,A psychiastrist is in her office. She's talking to a car that is on her couch.,There is a car instead of a patient.
9492967c4af85428780ad5a8c2ef79e0,NYCC train 9492967c4af85428780ad5a8c2ef79e0,We never had this problem with the gatherers.,I've featured them in my new mural.,Joke A,official_winner,Two woolly mammoths are talking in a cave. One of them has cavemen on top in a battle.,Cavemen are battling on top of a mammoth.
a1b5e4b580b0d046797e6cc115f5ea38,NYCC train a1b5e4b580b0d046797e6cc115f5ea38,I really thought he'd leave after the election.,"Why can't you just wear a button, like most people?",Joke B,official_winner,Two people are in the room together. They are ignoring a large elephant in the room.,No one would ignore a large animal like an elephant in the room.
3cf6d47f6ba4eaada948142ab72935cf,NYCC train 3cf6d47f6ba4eaada948142ab72935cf,I am outraged by your characterization of my client as a sniveling coward.,"Carol, let's go ahead and keep the job posted for a little while longer.",Joke B,official_winner,"Two men are in an office. One is talking on a phone and sitting at a desk, whereas the other is hiding at his feet.",It's weird that the man is hiding at the other man's feet because there usually aren't viscerally scary things in office buildings. It's also weird because the man on the phone might be talking to the thing that the man on the ground is hiding from.
0428ed32dc57505b01c8875aa8dfee97,NYCC train 0428ed32dc57505b01c8875aa8dfee97,My dating profile clearly states WASP.,"It's small, but it has a sense of community.",Joke B,official_winner,"A woman is standing in front of a tree. There is a beehive attached to it, with a man's face coming out of it.",Beehives don't have human faces on them.
ea464de73b0fcaa97fc09a8c18ef0b55,NYCC train ea464de73b0fcaa97fc09a8c18ef0b55,"Fellas, it's gonna be a long week.",Poor guy. Thought he signed up for pilates.,Joke B,crowd_winner,A man is doing a dive off a plank from a ship. The pirates on the ship look shocked.,The man is doing an Olympic dive off a pirate plank. Usually people are tossed in the ocean.
a7639e0e7a6f4889e3a59b0958b5b94e,NYCC train a7639e0e7a6f4889e3a59b0958b5b94e,"The good news is, she refuses to fetch the morning paper.","Trust me, my lessons have way more real-world applications.",Joke B,official_winner,"A man, woman, cat, and dog are in a break room at an office. The woman is teaching the cat advanced mathematics on a chalkboard, while the dog and the man look tired and sit at a dining room table.","It's unusual that the cat is being taught advanced physics because cats can't do math. Also, the dog and man at the table look tired and defeated, implying that they can't keep up with the cat and the woman."
b41966db44103465c66d55e4689ed24d,NYCC train b41966db44103465c66d55e4689ed24d,"Yeah, the elephant did not work out.",Now he breaks stereotypes instead.,Joke B,official_winner,A bull is in a China shop and is inspecting some cup. A woman looks on as do two other people.,There is a bull in a China shop that is the shop owner. That's impossible.
ad425418ef328fb1670b405ff009edc5,NYCC train ad425418ef328fb1670b405ff009edc5,"Those window things come down eventually, right?","When I said abduct the dog, I meant President Trump...",Joke B,crowd_winner,There is a dog on a spaceship. He is surrounded by aliens. The aliens are staring at him.,There is a dog in an alien spacecraft.
f64747b9aa1d209dd769be1b09ade5da,NYCC train f64747b9aa1d209dd769be1b09ade5da,The solar-powered clothesline was much easier to operate.,It just seems like it's using an excessive amount of water.,Joke B,official_winner,A man and woman are standing in the middle of a desert. The woman is reading a manual for the washing machine and basket they have lying there.,"It is strange for the couple to be in the middle of a desert, dressed like they are at home. It is also weird that a washing machine is present too, in a setting where there is no water."
184b1f95687816217123425d3b0cc38a,NYCC train 184b1f95687816217123425d3b0cc38a,I'd like to try group therapy with a different group.,See?! He always does this at fourth and long!,Joke A,official_winner,A bunch of men are watching a sports game on TV and are cheering. A woman is yelling on the sofa and a therapist is listening to her.,"People are watching a sports game during a therapy session, which is rude and not professional."
2b702a3821f940c278952e8b01d8e66c,NYCC train 2b702a3821f940c278952e8b01d8e66c,"Yes, it's hot. But a ceiling fan will only make things worse.","Billy's teacher called, Billy was caught necking during recess.",Joke A,official_winner,Two giraffes are chatting in a living room. One is on the sofa watching TV.,Giraffes are in a house watching TV.
68d6c3f6a48b8ce9f96a72db8aecf531,NYCC train 68d6c3f6a48b8ce9f96a72db8aecf531,This one's flagged bi-polar and possibly armed.,I can fluff your pillow the easy way or the hard way.,Joke B,official_winner,"There are two people in a hotel hallway with a cart between them. One man is unlocking his room, while the woman has a gun at the ready at another door.",The maid is wielding a gun in a hotel.
d9fb78f2879c43986f0bae3b4c543d8d,NYCC train d9fb78f2879c43986f0bae3b4c543d8d,He's perfect for Troglodette.,They met at the opera,Joke B,crowd_winner,A wedding is going on. It is between some Vikings wearing armor and carrying swords and spears. The bridesmaids are chatting about it.,There are Vikings getting married. Vikings did not have Christian weddings.
1adb92d1c0c96930045d2e854a3fff56,NYCC train 1adb92d1c0c96930045d2e854a3fff56,Am I in the running?,You made WHAT?!,Joke A,official_winner,An angry bull is talking to a matador in an office. The bull is the boss and is reading something.,There is a bull acting as a human and a matador is the subordinate. Normally matadors fight bulls.
39e04389ba35131ce6b46b5e4992e1fe,NYCC train 39e04389ba35131ce6b46b5e4992e1fe,"Thanks, you've been a great audience, I'll be awake all night.","He can't walk yet, but he can definitely do stand-up",Joke A,crowd_winner,Two parents are looking in on their baby. The baby is in the crib and has a mic set up next to it.,"Babies don't have the cognizance to sing or speak into a mic, which shouldn't be in a baby's room to begin with."
3942322e1b2d71aaff766b02043d78fd,NYCC train 3942322e1b2d71aaff766b02043d78fd,We have to turn back. I forgot my scarf.,Hell's Angels - PETA division.,Joke A,official_winner,Two people are riding motorcycles down the road. One of the riders is naked.,There is a naked man riding a motorcycle.
f7726e125df7eed6c30da956ca3dc77b,NYCC train f7726e125df7eed6c30da956ca3dc77b,Shaken not stirred,Best farm-to-table in town.,Joke B,crowd_winner,A man in a cowboy hate pours a bucket of dark liquid in the trough. Two people at the dinner table look on as if ready to eat.,Trough feeding is for animals and not humans.
bccf30cdf5be4a351b37d23433a807b5,NYCC train bccf30cdf5be4a351b37d23433a807b5,Fake city backdrops are old news.,Can I offer anyone a little more oxygen?,Joke B,official_winner,People sitting on living room sofas enjoy the view of outer space. There are planets and stars that cover the night sky.,Outer space is not visible from Earth so this would be impossible.
020f610a20eef7a9cc0adefa5ac4d01c,NYCC train 020f610a20eef7a9cc0adefa5ac4d01c,I think he's a Kardashian.,I ordered a large with paparazi.,Joke B,crowd_winner,A waiter runs past a bunch of paparazzi to get inside with a pie of pizza. A couple sits together in the restaurant ignoring the commotion.,Paparazzi do not care about people delivering pizzas.
c0cbec007238732da46908c11088f9be,NYCC train c0cbec007238732da46908c11088f9be,"Damn it, I'm a brain surgeon, not a rocket scientist!",His country club is raising its greens fee again.,Joke A,official_winner,Four surgeons perform a surgery on a missile in an operating room. The missile has its paneling opened up for access for the doctors.,"It doesn't make sense that medical doctors would be performing surgery on an inanimate object like a missile; usually, these doctors perform surgeries on people."
be7bc15db749fec089b19c511efefc42,NYCC train be7bc15db749fec089b19c511efefc42,Don't make me come up there.,It's great for your glutes.,Joke A,official_winner,A man is standing atop a pile of rocks. A woman is on the ground looking up at him.,The rocks are stacked in an odd shape.
f4112d142f3e334f16525cd631ef9607,NYCC train f4112d142f3e334f16525cd631ef9607,They keep away the pigeons.,So who gives a hoot?,Joke A,official_winner,A woman is talking to a man sitting at a desk inside an office. A bunch of owls are perched on the desk.,"Owls perch in trees, and wouldn't be in an office."
c310a834cd08826804bbd918e629f780,NYCC train c310a834cd08826804bbd918e629f780,It's mostly water weight.,Suddenly I'm essential.,Joke A,official_winner,A man is carrying a giant globe out of the front door. A woman is watching him while in her pajamas.,The man's clothing does not belong in this time period.
30f93f5c8bb86198f78e8392c60a625f,NYCC train 30f93f5c8bb86198f78e8392c60a625f,"...my wife forgot it was ""dry clean only""","Perkins here, representing taxes.",Joke B,official_winner,An office meeting is going on with one smiling man and six bird-like people who are all looking in the other direction. All of the birds are faceless.,It is strange for there to be bird-like humanoid creatures participating in a meeting. They all look the same and are all looking in the same direction which may mean they are all a hive mind.
bfe68f1a7584013a69280c77f687e806,NYCC train bfe68f1a7584013a69280c77f687e806,I can get over 100 channels. How about you?,Stay still. They'll never find us.,Joke B,official_winner,"There are two dogs facing each other each with their own ""Elizabethan collar"" or protective cone. The cones are touching each other so that the dogs heads are completely hidden.",It is unusual for dogs to act this way.
bf685f061f41b801b7e63bc8c12c5e53,NYCC train bf685f061f41b801b7e63bc8c12c5e53,Design Within Reach again?,Do you want to go clubbing later?,Joke B,crowd_winner,A woman dressed in modern clothes is sitting in a chair with a cup of coffee on a table under a pendant light inside of a cave. There is a man dressed like a caveman standing in front of her.,It's unusual to see such a modern arrangement typical of a coffee shop placed inside a cave. It's also unusual to see two people dressed so differently as if they are also from different time periods. Caves don't typically have electricity so a light feature (with bulb) is unusual to see.
0ddd6efba4fef056f59e863fec9452b9,NYCC train 0ddd6efba4fef056f59e863fec9452b9,"No, I said to play with more attitude.",Is this the famous Stein Way?,Joke A,crowd_winner,A man with a long beard is on a large mountain with a grand piano. Another man wearing a huge backpack is talking to him.,There is a man with a huge beard playing the piano on a mountain.
7362de7186e0821d1fb75762691086aa,NYCC train 7362de7186e0821d1fb75762691086aa,"Call me old-fashioned, but I simply can't respect a man who eats with his hat on.",I'm beginning to think I liked you better when you worked at Morgan Stanley.,Joke B,official_winner,A clown is sitting at a table outside a restaurant. A woman looks to be paying his bill.,The clown has sadface.
458cc1d6c109ddab5a7a40585255267e,NYCC train 458cc1d6c109ddab5a7a40585255267e,Now it's Paleo transportation that's the new rage.,He is making a life preserver for my Mother.,Joke B,crowd_winner,"Two women are visiting with each other in a small, tidy living room and drinking tea.  Seen through an archway is a man holding a hammer and looking intently at stone wheel that's as tall and wide as he is.",It's unusual for someone to chisel a large stone wheel in their foyer.
565362abf6f6a486abb4d9eb443b91ec,NYCC train 565362abf6f6a486abb4d9eb443b91ec,"Well mister, looks like this is your last hee-haw.",Is this a bad time to talk about refinancing our loan?,Joke B,official_winner,"In a board room with 5 chairs, one is filled with a seated man in a suit looking at a graph showing a line denoting a drastic decline in profits. At the door to the meeting room is an old bearded prospector, his wife, who is smoking a pipe, and additionally, a mule and a coyote.",It's unusual to see old-timey western characters in an office setting like this.
b7c1f7fb2de61a68670dd6961f1fa8ce,NYCC train b7c1f7fb2de61a68670dd6961f1fa8ce,"We are authorized to use farce, if necessary.",What part of 20 years to life do you find so funny?,Joke A,crowd_winner,"A policeman is interrogating a suspect at the station. Another cop is standing to the side in clown makeup, with a balloon animal.",Police officers don't dress like clowns.
81e7d5d6a3c6a1b42cb46571c1f4258e,NYCC train 81e7d5d6a3c6a1b42cb46571c1f4258e,Lunch is on me.,They're better marinated.,Joke A,crowd_winner,Two sharks are facing each other underwater. One of the sharks has a man standing on him.,The shark is not chomping the man.
15486b9a783b44f8b591b53047588dd0,NYCC train 15486b9a783b44f8b591b53047588dd0,How do I know that you are Inspector #18?,I'm just glad we don't make lingerie.,Joke B,official_winner,"A conveyor belt is rolling pairs of joke glasses complete with a nose and a mustache down a quality assurance line. A quality assurance representative is holding one of the pairs of glasses, but the man's face looks exactly the same as the joke pair of glasses. His supervisor is standing next to him.",The quality assurance representative's face looks exactly the same as the joke pair of glasses.
af0881bdcf9c6a8d949db0d4fe1db38b,NYCC train af0881bdcf9c6a8d949db0d4fe1db38b,I can't go. I've been elected queen.,I think we should start seeing other people.,Joke A,crowd_winner,"A woman is standing in front of a tree. There is a beehive attached to it, with a man's face coming out of it.",Beehives don't have human faces on them.
3438313d339546904cc363e1abda624e,NYCC train 3438313d339546904cc363e1abda624e,See Spot run. See Spot run. Who wrote this crap?,Brad and Angelina are postponing the wedding.,Joke A,official_winner,"The image shows a typical living room with what would be a normal family of a father, mother, and child, with both the father and child reading a newspaper.","The child is not human. They have a head of a dog. Humans do not have children with the heads of canines, unless they're Egyptian Gods, which, of course, means they're not human."
8ccfea4cec3d256e5b884fafa1c1939c,NYCC train 8ccfea4cec3d256e5b884fafa1c1939c,"No matter what, don't run.",I recommend the trout.,Joke B,crowd_winner,Salmon swim upstream but they see a grizzly bear and are in shock. The bear has a smug look on his face when he sees the salmon.,Salmon are not aware that they are being hunted by bear when they swim upstream but these salmon had on humanistic expressions of fear.
f629e11c15bf4471ecd930ba2f9fb164,NYCC train f629e11c15bf4471ecd930ba2f9fb164,"I didn't get it at first either, then it hits you.","Personally, I like to be photographed by headlight.",Joke A,official_winner,A few deer go to an art exhibit to look at deer signs. They walk on their hind legs standing up.,Deers are not able to walk or appreciate art.
8dd2e2b043ef444374ec5a6b0343af90,NYCC train 8dd2e2b043ef444374ec5a6b0343af90,You're right; it's a trap.,"Or, we can just wing it",Joke A,crowd_winner,Mice are working together to construct a maze. They are going over the blueprints of the maze.,"Mice do not set up mazes, humans do for mice to follow."
88f86d415a5e1356a4985d74579cedcd,NYCC train 88f86d415a5e1356a4985d74579cedcd,The coast is clear. Set the landmime.,Not a good day for a street fair.,Joke B,official_winner,"There is a town that looks like a war zone. Buildings are destroyed, a tank is rolling by, and helicopters are in the distance. Two soldiers are hiding by a wall and trying to stay safe. With the soldiers is one mime also hiding out.",There is a mime hanging out with soldiers in a war zone.
9afe8aab6271b8122e1131a63fec8485,NYCC train 9afe8aab6271b8122e1131a63fec8485,He volunteers for Meals On Wheel,Try to look surprised.,Joke B,official_winner,There is a huge wheel in the other room. A man stares at it. Two women talk in the other room.,"There is a huge carved wheel in the room, which doesn't fit the decor."
f9f8d2511e44694877569d8e41aa5e0c,NYCC train f9f8d2511e44694877569d8e41aa5e0c,"Relax, for them it's publish AND perish.",It almost makes you feel bad for the little guys.,Joke A,official_winner,"Two scientists are in a lab. They are observing some mice in a tank, and all of them are wearing lab coats and carrying clipboards as well.",Mice are wearing clothes and have tiny clipboards.
